bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
2.0,"En venta fantástico piso en Villarejo de Salvanés, Madrid.

QUARZO Real Estate vende fantástico piso en Villarej...",2ª,Villarejo de Salvanés,Villarejo de Salvanés,85.300,870,2.0,98,"Villarejo de Salvanés, Villarejo de Salvanés",
1.0,"Piso bajo muy céntrico con 3 dormitorios, el de matrimonio tiene incorporada la terraza, baño con ducha, salón c...",0,Casco Urbano,Centro (Villaviciosa de Odón),224.000,4.480,3.0,50,"Casco Urbano, Centro (Villaviciosa de Odón)",
1.0,Cliventa - no cobramos al comprador. Magnífico inmueble de 89 metros a la  venta en campo real. El inmueble se e...,1ª,calle Carretera de Madrid,Campo Real,105.000,1.179,3.0,89,"calle Carretera de Madrid, Campo Real",
1.0,Piso que dispone de 3 habitaciones y 1 baño. Ubicado en una zona residencial junto a la Plaza del Baile que disp...,1ª,Madrid,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),129.000,1.720,3.0,75,"Madrid, Valverde (Distrito Fuencarral-El Pardo. Madrid Capital)",
2.0,"Importante!!!!   Alquilado con renta antigua

El piso se encuentra dividido en dos partes:

Parte exterior: ...",,Goya,Goya (Distrito Salamanca. Madrid Capital),450.000,3.947,2.0,114,"Goya, Goya (Distrito Salamanca. Madrid Capital)",
2.0,"Royal Home Investments presenta estupendo piso para reformar en la urbanización Fuente del Berro, Distrito Salam...",,calle Marqués de Mondéjar,Fuente del Berro (Distrito Salamanca. Madrid Capital),647.000,4.722,4.0,137,"calle Marqués de Mondéjar, Fuente del Berro (Distrito Salamanca. Madrid Capital)",
1.0,"Piso en venta en alcala de henares, madrid. Tiene 66 m², fue rehabilitado en 2006, distribuidos en 1 habitacion ...",2ª,calle Nueva,Casco Histórico (Distrito Centro. Alcalá de Henares),194.500,2.946,1.0,66,"calle Nueva, Casco Histórico (Distrito Centro. Alcalá de Henares)",
3.0,"C.r. Homes inmobiliaria vende casa adosada en parla – zona del ferial.
Fabulosa vivienda distribuida en 4 altur...",4ª,Parla- Ferial,Villajuventus-San Ramón (Parla),289.990,1.074,4.0,270,"Parla- Ferial, Villajuventus-San Ramón (Parla)",
1.0,Vivienda ena calle severo ocho de humanes de madrid procedente de entidad bancaria.,3ª,calle Severo Ochoa,Humanes de Madrid,93.500,1.168,3.0,80,"calle Severo Ochoa, Humanes de Madrid",
1.0,"Estupendo piso en venta caracterizado por ser muy luminoso, ya que se encuentra en una cuarta planta. Esta ubica...",4ª,Lavapiés - Embajadores,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),234.999,3.916,2.0,60,"Lavapiés - Embajadores, Embajadores-Lavapiés (Distrito Centro. Madrid Capital)",
1.0,"¡¡A estrenar!!

Piso tipo loft con 1 dormitorio, cocina equipada, baño completo.

Se vende totalmente equipa...",,Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),359.000,8.348,1.0,43,"Universidad-Malasaña, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
2.0,Pasocorrecto Inmobiliaria comercializa en el Barrio de San Andrés de Villaverde: PISO PARA ENTRAR A VIVIR. Tiene...,3ª,Villaverde,San Andrés (Distrito Villaverde. Madrid Capital),175.000,1.250,5.0,140,"Villaverde, San Andrés (Distrito Villaverde. Madrid Capital)",
1.0,"Se vende magnifico apartamento ubicado en la zona de PUEBLO NUEVO. Una tercera planta sin ascensor, exterior, mu...",3ª,"Apartamento en calle de Centenera, Madrid",Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),135.000,2.647,1.0,51,"Apartamento en calle de Centenera, Madrid, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
2.0,"AURIGA Real Estate ofrece Residencial LA HIEDRA, pisos nuevos de 1 y 2 dormitorios, completamente exteriores con...",1ª,Zona Suroeste,Zona Suroeste (Torrejón de Ardoz),148.000,1.057,2.0,140,"Zona Suroeste, Zona Suroeste (Torrejón de Ardoz)",
2.0,"Piso de segunda mano de 144 metros cuadrados aproximadamente, acceso desde la calle Portilla 33 en Alcalá de Hen...",,calle Portilla,Casco Histórico (Distrito Centro. Alcalá de Henares),370.000,2.569,3.0,144,"calle Portilla, Casco Histórico (Distrito Centro. Alcalá de Henares)",
3.0,Gilmar Consulting Inmobiliario Castellana-Orense (915830333) vende espectacular piso en la zona de Cuzco. Extrao...,,Castellana-Orense,Cuatro Caminos (Distrito Tetuán. Madrid Capital),800.000,3.252,5.0,246,"Castellana-Orense, Cuatro Caminos (Distrito Tetuán. Madrid Capital)",
1.0,Venta vivienda plurifamiliar en torrejón de ardoz.,,calle CL Fuentes,Zona Noroeste (Torrejón de Ardoz),133.900,1.912,3.0,70,"calle CL Fuentes, Zona Noroeste (Torrejón de Ardoz)",
1.0,"Obra nueva a estrenar 
Piso bajo con patio de 51 m. 
Consta de 2 habitaciones. Salón comedor. Hall. Cocina amu...",,Ciempozuelos - Casco Antiguo Sur,Casco Antiguo Sur (Ciempozuelos),120.000,1.690,2.0,71,"Ciempozuelos - Casco Antiguo Sur, Casco Antiguo Sur (Ciempozuelos)",
1.0,Piso de segunda mano en urbanización cerrada con jardín y piscina comunitaria en Becerril de la Sierra. ~Viviend...,2ª,Becerril de La Sierra,Becerril de la Sierra,105.000,1.721,2.0,61,"Becerril de La Sierra, Becerril de la Sierra",
3.0,viviendas unifamiliares adosadas con planta sotano con plazas de garaje,,"calle Sergio Caballero, nº 37",Madrid Capital,68.000,623,4.0,109,"calle Sergio Caballero, nº 37, Madrid Capital",
1.0,Se venden viviendas de obra nueva en la zona central en villaverde (madrid). Las tres viviendas constan de 2 dor...,1ª,"calle Santa Petronila, nº 5",Butarque (Distrito Villaverde. Madrid Capital),177.000,2.298,2.0,77,"calle Santa Petronila, nº 5, Butarque (Distrito Villaverde. Madrid Capital)",
1.0,"ESTUDIO HOME MADRID OFRECE vivienda de 80 m2 construidos totalmente reformada en décima planta, exterior con exc...",,calle Monforte de Lemos,La Paz (Distrito Fuencarral-El Pardo. Madrid Capital),329.000,4.112,3.0,80,"calle Monforte de Lemos, La Paz (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"Piso de banco, sin comisión de agencia y con posibilidad de financiación 100%. 
 Piso en venta en calle Alcalá, ...",1ª,calle Alcala,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),302.000,2.822,4.0,107,"calle Alcala, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
2.0,"Se vende piso exterior amplio y luminoso con ascensorpiso en buen estado, exterior, compuesto de amplio hall de ...",1ª,"Apartamento en calle de Etruria, Madrid",Canillejas (Distrito San Blas. Madrid Capital),220.000,1.946,4.0,113,"Apartamento en calle de Etruria, Madrid, Canillejas (Distrito San Blas. Madrid Capital)",
1.0,"Piso de segunda mano a la venta, consta de 79 metros cuadrados aproximadamente, acceso desde la calle Españoleto...",4ª,calle Españoleto,Villajuventus-San Ramón (Parla),120.000,1.518,3.0,79,"calle Españoleto, Villajuventus-San Ramón (Parla)",
3.0,ESTUDIO HOME MADRID  ofrece fantástico piso en urbanización de lujo. Dispone de los mejores materiales y domótic...,,calle Buitrago de Lozoya,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),950.000,6.168,3.0,154,"calle Buitrago de Lozoya, Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital)",
4.0,ESTUDIO HOME MADRID OFRECE espectacular piso de 236 m2 situado en una de las mejores zonas residenciales de Madr...,,calle Gabriela Mistral,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),795.000,3.368,4.0,236,"calle Gabriela Mistral, Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital)",
1.0,"C.r. Homes inmobiliaria vende espectacular piso en getafe- juan de la cierva.

Vivienda totalmente reformada d...",,Getafe - Juan de La Cierva,Juan de la Cierva (Getafe),149.990,2.238,3.0,67,"Getafe - Juan de La Cierva, Juan de la Cierva (Getafe)",
1.0,"""garsierra. Piso en planta baja que dispone de 1 habitación, 1 baño y patio. Con trastero incluido situado en la...",,"calle Barcelona, nº 31",Las Dehesillas-Vereda de los Estudiantes-Montepino (Leganés),136.000,2.893,1.0,47,"calle Barcelona, nº 31, Las Dehesillas-Vereda de los Estudiantes-Montepino (Leganés)",
2.0,"Se vende duplex , urbanizacion centrica con amplia zona verde, 170 metros . 3 planta con ascensor, 3 habitacione...",3ª,Centro-Parque de La Manguilla,Centro-Parque de La Manguilla (El Escorial),235.000,1.382,4.0,170,"Centro-Parque de La Manguilla, Centro-Parque de La Manguilla (El Escorial)",
2.0,"Espectacular piso en venta en la zona de Arapiles, perteneciente al distrito de Chamberí. Ubicado, en una de las...",1ª,Centro,Universidad-Malasaña (Distrito Centro. Madrid Capital),950.000,4.241,3.0,224,"Centro, Universidad-Malasaña (Distrito Centro. Madrid Capital)",
2.0,"Arrenda Inversión pone a la venta ático de 145 m2, tres dormitorios, dos baño, en calle Pelayo justo frente a la...",4ª,calle de Pelayo,Justicia-Chueca (Distrito Centro. Madrid Capital),933.000,5.723,3.0,163,"calle de Pelayo, Justicia-Chueca (Distrito Centro. Madrid Capital)",
2.0,"En el distrito de Chamartín, en la mejor zona del barrio de Prosperidad y rodeado de parques, se encuentra este ...",,Prosperidad,Prosperidad (Distrito Chamartín. Madrid Capital),675.000,4.166,3.0,162,"Prosperidad, Prosperidad (Distrito Chamartín. Madrid Capital)",
1.0,"""no cobramos honorarios a la parte compradora""
Obra nueva situada en un enclave privilegiado de barrio de salam...",,Guindalera,Guindalera (Distrito Salamanca. Madrid Capital),320.402,6.282,1.0,51,"Guindalera, Guindalera (Distrito Salamanca. Madrid Capital)",
1.0,"¡Oportunidad! - somos propiedad - sin comisiones - te buscamos financiación vivienda ubicada en el centro, muy l...",,calle Manuel Mac-Crohon,Morata de Tajuña,57.000,950,2.0,60,"calle Manuel Mac-Crohon, Morata de Tajuña",
2.0,"Piso en el centro de Torrejón de la Calzada de 80 m2, en primera planta. Consta de una amplia entrada con armari...",,Torrejón de La Calzada,Torrejón de La Calzada,154.000,1.925,2.0,80,"Torrejón de La Calzada, Torrejón de La Calzada",
1.0,"Bonito piso en venta en zona cuatro vientos, Las Águilas, SIN ASCENSOR, 3 dormitorios dobles, armarios empotrado...",2ª,Las Águilas,Las Águilas (Distrito Latina. Madrid Capital),156.000,2.136,3.0,73,"Las Águilas, Las Águilas (Distrito Latina. Madrid Capital)",
3.0,"Pro Realty gestiona, sin cobrar honorarios al comprador, la venta de esta vivienda ubicada en una de las urbaniz...",,Las Rozas de Madrid,Centro (Las Rozas de Madrid),475.000,2.714,4.0,175,"Las Rozas de Madrid, Centro (Las Rozas de Madrid)",
2.0,"Superf. 170 m²,  4 habitaciones (4 individuales),  2 baños, Estado certificación: , Para reformar, 4ª planta, co...",4ª,calle Modesto Lafuente,Ríos Rosas (Distrito Chamberí. Madrid Capital),615.000,3.617,4.0,170,"calle Modesto Lafuente, Ríos Rosas (Distrito Chamberí. Madrid Capital)",
2.0,Luminoso piso exterior con magníficas calidades de construcción. En perfecto estado. La vivienda de 239 m2 se di...,5ª,Apartamento en Hortaleza,Canillejas (Distrito San Blas. Madrid Capital),684.900,2.865,4.0,239,"Apartamento en Hortaleza, Canillejas (Distrito San Blas. Madrid Capital)",
1.0,"Estupendo piso con plaza de garaje en Almagro
Estupendo y amplio piso de un dormitorio en una finca con excelent...",,Chamberí - Almagro,Almagro (Distrito Chamberí. Madrid Capital),625.000,6.720,1.0,93,"Chamberí - Almagro, Almagro (Distrito Chamberí. Madrid Capital)",
2.0,"C. R. Homes inmobiliaria vende fantástico inmueble en getafe – norte.
Magnífica vivienda seminueva y de renta l...",3ª,Getafe - Norte,Las Margaritas-Universidad (Getafe),234.990,1.702,3.0,138,"Getafe - Norte, Las Margaritas-Universidad (Getafe)",
2.0,"Duplex en excelente estado, en la urbanización ""La Pizarra"",  distribuido en 2 plantas, planta ...",,San Lorenzo de El Escorial,La Pizarra (San Lorenzo de El Escorial),474.700,2.966,3.0,160,"San Lorenzo de El Escorial, La Pizarra (San Lorenzo de El Escorial)",
1.0,"Piso de 103 m² en el centro urbano
La vivienda se distribuye:
Hall de entrada con gran armario empotrado, ampl...",3ª,Centro,Cercedilla,99.000,961,3.0,103,"Centro, Cercedilla",
1.0,"C. R. Homes inmobiliaria vende estupendo inmueble en fuenlabrada – arcoiris.
Vivienda totalmente reformada, ext...",7ª,Fuenlabrada - Arcoiris,Cerro-El Molino (Fuenlabrada),159.990,1.684,3.0,95,"Fuenlabrada - Arcoiris, Cerro-El Molino (Fuenlabrada)",
2.0,"Superf. 74 m²,  2 habitaciones (2 individuales),  2 baños, Estado certificación: , Piso de dos dormitorios y dos...",2ª,calle Corazon de Maria,Prosperidad (Distrito Chamartín. Madrid Capital),279.500,3.777,2.0,74,"calle Corazon de Maria, Prosperidad (Distrito Chamartín. Madrid Capital)",
2.0,"Estupendo piso seminuevo en urbanización privada, con piscina, garaje y trastero en humanes de madrid!!!

Piso...",,Humanes de Madrid,Humanes de Madrid,195.000,1.950,3.0,100,"Humanes de Madrid, Humanes de Madrid",
1.0,Venta de la nuda propiedad.el actual propietario se queda viviendo como usufructuario hasta el final de su...,,Moscardó,Moscardó (Distrito Usera. Madrid Capital),76.000,1.085,1.0,70,"Moscardó, Moscardó (Distrito Usera. Madrid Capital)",
1.0,"Piso en venta en la zona de Vista Alegre, perteneciente al distrito de Carabanchel. Muy buena ubicación, en plen...",3ª,Apartamento en calle de La Oca,San Isidro (Distrito Carabanchel. Madrid Capital),195.000,2.378,4.0,82,"Apartamento en calle de La Oca, San Isidro (Distrito Carabanchel. Madrid Capital)",
1.0,"Magnifico piso céntrico de 3 habitaciones y 1 baño con 85 m², reformado completamente, caldera saunier duval de ...",1ª,calle Real,Alpedrete,205.000,2.411,3.0,85,"calle Real, Alpedrete",
1.0,"¡¡¡¡ Obra nueva a estrenar !!!!
Piso bajo de 70m. 2 habitaciones. Salón comedor. Hall. Cocina amueblada. 1 baño...",,Ciempozuelos - Casco Antiguo Sur,Casco Antiguo Sur (Ciempozuelos),110.000,1.571,2.0,70,"Ciempozuelos - Casco Antiguo Sur, Casco Antiguo Sur (Ciempozuelos)",
2.0,"Vivienda duplex  en edificio en el centro de Meco, en la Plaza de España y del centro culturalSon 5 vivie...",,Meco,Meco,159.200,2.307,1.0,69,"Meco, Meco",
1.0,"Finca okupada ilegalmente, especial inversores",3ª,calle La Paz,Centro-Arroyo-La Fuente (Fuenlabrada),100.000,2.000,1.0,50,"calle La Paz, Centro-Arroyo-La Fuente (Fuenlabrada)",
2.0,"piso semi nuevo, año 2003
	99 m. Utiles
	3 dormitorios.
	salon independiente, salida a terraza descubierta
...",,calle Cedros,Coimbra-Guadarrama (Móstoles),209.000,1.833,3.0,114,"calle Cedros, Coimbra-Guadarrama (Móstoles)",
1.0,"Gilmar Consulting inmobiliario- Avenida America (tlf. 917717799) les ofrece en el distrito de Salamanca, en la m...",,Guindalera,Fuente del Berro (Distrito Salamanca. Madrid Capital),299.000,6.953,1.0,43,"Guindalera, Fuente del Berro (Distrito Salamanca. Madrid Capital)",
2.0,"¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡  Fantisco pis0 !!!!!!
Piso muy céntrico 
90 m² aproximadamente, en perfecto estado de hab...",2ª,Centro,Cercedilla,180.000,1.935,3.0,93,"Centro, Cercedilla",
2.0,"C. R. Homes inmobiliaria vende inmueble en parla-leguario.

Estupenda vivienda formada por 3 dormitorios, 2 ba...",,Parla- Leguario,Fuentebella (Parla),226.990,1.681,3.0,135,"Parla- Leguario, Fuentebella (Parla)",
,"Vivienda ubicada en el norte del municipio, al lado del Ayuntamiento. Dispone de paradas de autobús en su alrede...",,"calle Grande, nº 10",Fuente el Saz de Jarama,500.000,833,,600,"calle Grande, nº 10, Fuente el Saz de Jarama",
2.0,"Fantástico piso exterior ubicado en la zona de Lista, en un edificio representativo de fachada clásica de los añ...",,Salamanca - Lista,Lista (Distrito Salamanca. Madrid Capital),860.000,4.804,4.0,179,"Salamanca - Lista, Lista (Distrito Salamanca. Madrid Capital)",
1.0,"""""garsierra. Piso distribuido en salón-comedor, cocina con lavadero, 4 habitaciones 1 baño y terraza cubierta. U...",4ª,"calle Piña, nº 7",Brezo-Guardia Civil (Valdemoro),116.000,1.247,4.0,93,"calle Piña, nº 7, Brezo-Guardia Civil (Valdemoro)",
2.0,"En la Urbanización Los Jardines de Florencia en Vía Complutense, se encuentra esta magnífica casa.
 
 Vivienda d...",1ª,"Pryconsa, Juan de Austria","Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares)",239.000,2.569,2.0,93,"Pryconsa, Juan de Austria, Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares)",
2.0,"Piso ubicado en pleno centro de Madrid, en el distrito de Moncloa. Próximo a El Corte Inglés, tiene numerosa ofe...",,"calle Ferraz, nº 13",Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),522.000,3.702,3.0,141,"calle Ferraz, nº 13, Argüelles (Distrito Moncloa-Aravaca. Madrid Capital)",
1.0,"Se vende un bonito piso en Alpedrete.
 Consta de 3 habitaciones muy amplias, baño completo cocina muy grande y o...",1ª,Alpedrete,Alpedrete,174.000,1.831,3.0,95,"Alpedrete, Alpedrete",
1.0,"vivienda exterior reformada , muy luminosa próxima a la zona ventas.
     	cocina amueblada con tendedero...",,calle Ricardo Ortiz,Ventas (Distrito Ciudad Lineal. Madrid Capital),270.000,3.375,3.0,80,"calle Ricardo Ortiz, Ventas (Distrito Ciudad Lineal. Madrid Capital)",
3.0,"Piso amplio y luminoso con 4 habitaciones y 3 cuartos de baño. Céntrico y bien comunicado, está situado cerca de...",,"calle Real, nº 36",Valdemorillo,197.700,1.123,4.0,176,"calle Real, nº 36, Valdemorillo",
2.0,"Garsierra, Vivienda procedente de banco, Dúplex, compuesto por 3 dormitorios, 2 baños. cocina, salón y terraza d...",3ª,"calle Ancha, nº 21",Las Dehesillas-Vereda de los Estudiantes-Montepino (Leganés),210.168,1.893,3.0,111,"calle Ancha, nº 21, Las Dehesillas-Vereda de los Estudiantes-Montepino (Leganés)",
2.0,"""amr inmobiliaria vende impresionante piso con garaje y totalmente amueblado en urbanización privada en parla ce...",4ª,Centro,Centro (Parla),165.000,1.941,2.0,85,"Centro, Centro (Parla)",
2.0,"Akasa vende en pozuelo, avda. Europa. En la mejor zona. Espectacular piso de 150m² con 3 dormitorios y 2 cuartos...",,Zona Avenida Europa,Zona Avenida de Europa (Pozuelo de Alarcón),670.000,4.466,3.0,150,"Zona Avenida Europa, Zona Avenida de Europa (Pozuelo de Alarcón)",
2.0,"Precioso bajo jardin, en magnifica urbanizacion cerrada con piscina, zona verde y tenis. Cocina amplia con offic...",,Las Rozas de Madrid - El Pinar - Punta Galea,Pinar-Punta Galea (Las Rozas de Madrid),425.000,3.219,3.0,132,"Las Rozas de Madrid - El Pinar - Punta Galea, Pinar-Punta Galea (Las Rozas de Madrid)",
